"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1_sketchpad","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Finish_sketchpad","count_ISI_sketchpad","count_Sequence","count_errorFeedback_sketchpad","count_experiment","count_faster_sketchpad","count_fixation_sketchpad","count_instructions1_sketchpad","count_keyboard_response","count_logger","count_new_1_sketchpad","count_new_sketchpad","count_stimulus_sketchpad","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish_sketchpad","response_instructions1_sketchpad","response_keyboard_response","response_new_1_sketchpad","response_new_sketchpad","response_time","response_time_Finish_sketchpad","response_time_instructions1_sketchpad","response_time_keyboard_response","response_time_new_1_sketchpad","response_time_new_sketchpad","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Finish_sketchpad","time_ISI_sketchpad","time_Sequence","time_errorFeedback_sketchpad","time_experiment","time_faster_sketchpad","time_fixation_sketchpad","time_instructions1_sketchpad","time_keyboard_response","time_logger","time_new_1_sketchpad","time_new_sketchpad","time_stimulus_sketchpad","title","total_correct","total_response_time","total_responses","width"
"91","91","462","462","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","182","182","182","0","182","182","0","182","182","0","0","182","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","22","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","254.0","NA","39738","254","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","349442","NA","386873","387897","385873","1670","386373","387898","1672","387999","388254","335321","178790","387998","Flanker task","167","84592.0","183","1024"
"91","91","461","461","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","183","183","183","0","183","183","0","183","183","0","0","183","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","23","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","252.0","NA","39738","252","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","349442","NA","388279","389305","385873","1670","386373","389306","1672","389406","389659","335321","178790","389406","Flanker task","168","84844.0","184","1024"
"91","91","460","460","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","184","184","184","0","184","184","0","184","184","0","0","184","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","24","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","259.0","NA","39738","259","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","349442","NA","389683","390706","385873","1670","386373","390707","1672","390808","391068","335321","178790","390807","Flanker task","169","85103.0","185","1024"
"91","91","459","459","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","185","185","185","0","185","185","0","185","185","0","0","185","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","25","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","317.0","NA","39738","317","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","349442","NA","391118","392146","385873","1670","386373","392147","1672","392247","392565","335321","178790","392247","Flanker task","170","85420.0","186","1024"
"91","91","458","458","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","186","186","186","0","186","186","0","186","186","0","0","186","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","26","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","252.0","NA","39738","252","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","393069","394094","385873","1670","392569","394095","1672","394196","394449","335321","178790","394195","Flanker task","171","85672.0","187","1024"
"91","91","457","457","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","187","187","187","0","187","187","0","187","187","0","0","187","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","27","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","274.0","NA","39738","274","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","394481","395506","385873","1670","392569","395507","1672","395608","395883","335321","178790","395607","Flanker task","172","85946.0","188","1024"
"91","91","456","456","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","188","188","188","0","188","188","0","188","188","0","0","188","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","28","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","387.0","NA","39738","387","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","395912","396936","385873","1670","392569","396937","1672","397038","397426","335321","178790","397037","Flanker task","173","86333.0","189","1024"
"91","91","455","455","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","189","189","189","0","189","189","0","189","189","0","0","189","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","29","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","269.0","NA","39738","269","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","397930","398957","385873","1670","397430","398959","1672","399060","399331","335321","178790","399060","Flanker task","174","86602.0","190","1024"
"91","91","454","454","#3d3846","legacy","legacy","legacy","congruent","0","undefined","0","h","0","0","0","0","190","190","190","0","190","190","0","190","190","0","0","190","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","30","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","276.0","NA","39738","276","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","349442","NA","399375","400399","385873","1670","397430","400401","1672","400501","400778","335321","178790","400501","Flanker task","174","86878.0","191","1024"
"91","91","454","454","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","191","191","191","0","191","191","0","191","191","0","0","191","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","31","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","307.0","NA","39738","307","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","349442","NA","401317","402341","400817","1670","397430","402343","1672","402443","402751","335321","178790","402443","Flanker task","175","87185.0","192","1024"
"90","90","452","452","#3d3846","legacy","legacy","legacy","incongruent","0","undefined","0","s","0","0","0","0","192","192","192","0","192","192","0","192","192","0","0","192","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","32","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","232.0","NA","39738","232","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","403282","404305","400817","1670","402782","404306","1672","404406","404639","335321","178790","404406","Flanker task","175","87417.0","193","1024"
"90","90","451","451","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","193","193","193","0","193","193","0","193","193","0","0","193","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","33","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","260.0","NA","39738","260","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","349442","NA","405181","406206","404681","1670","402782","406207","1672","406308","406569","335321","178790","406307","Flanker task","176","87677.0","194","1024"
"90","90","450","450","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","194","194","194","0","194","194","0","194","194","0","0","194","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","34","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","137.0","NA","39738","137","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","406599","407629","404681","1670","402782","407630","1672","407731","407869","335321","178790","407730","Flanker task","177","87814.0","195","1024"
"90","90","449","449","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","195","195","195","0","195","195","0","195","195","0","0","195","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","35","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","223.0","NA","39738","223","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","407916","408941","404681","1670","402782","408943","1672","409043","409267","335321","178790","409043","Flanker task","178","88037.0","196","1024"
"90","90","448","448","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","196","196","196","0","196","196","0","196","196","0","0","196","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","36","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","238.0","NA","39738","238","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","409318","410341","404681","1670","402782","410342","1672","410443","410682","335321","178790","410442","Flanker task","179","88275.0","197","1024"
"90","90","447","447","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","197","197","197","0","197","197","0","197","197","0","0","197","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","37","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","292.0","NA","39738","292","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","410725","411750","404681","1670","402782","411751","1672","411852","412145","335321","178790","411851","Flanker task","180","88567.0","198","1024"
"90","90","446","446","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","198","198","198","0","198","198","0","198","198","0","0","198","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","38","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","257.0","NA","39738","257","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","349442","NA","412177","413203","404681","1670","402782","413204","1672","413305","413563","335321","178790","413304","Flanker task","181","88824.0","199","1024"
"91","91","445","445","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","199","199","199","0","199","199","0","199","199","0","0","199","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","39","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","274.0","NA","39738","274","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","413567","414590","404681","1670","402782","414591","1672","414691","414966","335321","178790","414691","Flanker task","182","89098.0","200","1024"
"90","90","444","444","#3d3846","legacy","legacy","legacy","congruent","0","undefined","0","s","0","0","0","0","200","200","200","0","200","200","0","200","200","0","0","200","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","40","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","311.0","NA","39738","311","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","349442","NA","414970","415997","404681","1670","402782","415998","1672","416098","416410","335321","178790","416098","Flanker task","182","89409.0","201","1024"
"90","90","444","444","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","201","201","201","0","201","201","0","201","201","0","0","201","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","41","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","299.0","NA","39738","299","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","417446","418472","416446","1670","416946","418473","1672","418574","418874","335321","178790","418573","Flanker task","183","89708.0","202","1024"
"90","90","443","443","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","202","202","202","0","202","202","0","202","202","0","0","202","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","42","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","266.0","NA","39738","266","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","349442","NA","418899","419922","416446","1670","416946","419923","1672","420024","420292","335321","178790","420023","Flanker task","184","89974.0","203","1024"
"90","90","442","442","#3d3846","legacy","legacy","legacy","incongruent","0","undefined","0","h","0","0","0","0","203","203","203","0","203","203","0","203","203","0","0","203","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","43","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","292.0","NA","39738","292","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","420321","421350","416446","1670","416946","421351","1672","421452","421745","335321","178790","421451","Flanker task","184","90266.0","204","1024"
"89","89","441","441","#3d3846","legacy","legacy","legacy","congruent","0","undefined","0","h","0","0","0","0","204","204","204","0","204","204","0","204","204","0","0","204","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","44","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","291.0","NA","39738","291","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","349442","NA","422275","423300","421775","1670","416946","423301","1672","423402","423697","335321","178790","423401","Flanker task","184","90557.0","205","1024"
"89","89","440","440","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","205","205","205","0","205","205","0","205","205","0","0","205","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","45","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","281.0","NA","39738","281","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","424202","425225","423702","1670","416946","425226","1672","425326","425608","335321","178790","425326","Flanker task","185","90838.0","206","1024"
"89","89","440","440","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","206","206","206","0","206","206","0","206","206","0","0","206","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","46","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","261.0","NA","39738","261","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","425658","426681","423702","1670","416946","426681","1672","426783","427045","335321","178790","426782","Flanker task","186","91099.0","207","1024"
"89","89","439","439","#3d3846","legacy","legacy","legacy","incongruent","0","undefined","0","h","0","0","0","0","207","207","207","0","207","207","0","207","207","0","0","207","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","47","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","282.0","NA","39738","282","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","349442","NA","427096","428119","423702","1670","416946","428120","1672","428221","428505","335321","178790","428220","Flanker task","186","91381.0","208","1024"
"89","89","438","438","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","208","208","208","0","208","208","0","208","208","0","0","208","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","48","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","243.0","NA","39738","243","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","349442","NA","429056","430079","428556","1670","416946","430080","1672","430180","430424","335321","178790","430180","Flanker task","187","91624.0","209","1024"
"89","89","437","437","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","209","209","209","0","209","209","0","209","209","0","0","209","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","49","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","313.0","NA","39738","313","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","349442","NA","430428","431452","428556","1670","416946","431455","1672","431556","431870","335321","178790","431555","Flanker task","188","91937.0","210","1024"
"89","89","436","436","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","210","210","210","0","210","210","0","210","210","0","0","210","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","50","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","242.0","NA","39738","242","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","349442","NA","432396","433419","428556","1670","431896","433420","1672","433520","433763","335321","178790","433520","Flanker task","189","92179.0","211","1024"
"89","89","436","436","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","211","211","211","0","211","211","0","211","211","0","0","211","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","51","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","258.0","NA","39738","258","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","349442","NA","433767","434792","428556","1670","431896","434793","1672","434894","435153","335321","178790","434893","Flanker task","190","92437.0","212","1024"
"89","89","435","435","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","212","212","212","0","212","212","0","212","212","0","0","212","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","52","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","h","h","232.0","NA","39738","232","14120","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","349442","NA","435190","436219","428556","1670","431896","436220","1672","436321","436554","335321","178790","436320","Flanker task","191","92669.0","213","1024"
"89","89","434","434","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","213","213","213","0","213","213","0","213","213","0","0","213","Tue Sep  5 19:10:39 2023","300","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","53","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","h","h","388.0","NA","39738","388","14120","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","349442","NA","436590","437613","428556","1670","431896","437614","1672","437715","438107","335321","178790","437714","Flanker task","192","93057.0","214","1024"
