"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_memorySet","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_memorySet","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"89.898989899","89.898989899","615.484848485","615.484848485","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","98","98","98","0","0","98","98","0","0","98","98","98","0","98","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","86","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","6 7 5 9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","522","15800","4698","522","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","2","605626","602330","603421","1938","94774","603422","555139","1948","90075","607629","604423","608153","17749","607629","NA","Sternberg task","89","60933","99","yes","1024"
"90","90","616.68","616.68","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","99","99","99","0","0","99","99","0","0","99","99","99","0","99","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","87","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","9 3 8 2 1 4","Kafkaesque Koffka","3.2.8","3","y","0","left","right","left","left","NA","735","15800","4698","735","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","611453","608161","609245","1938","94774","609247","555139","1948","90075","613454","610250","614191","17749","613454","NA","Sternberg task","90","61668","100","yes","1024"
"90.099009901","90.099009901","617.277227723","617.277227723","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","100","100","100","0","0","100","100","0","0","100","100","100","0","100","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","88","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","1 7 8 3 9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","677","15800","4698","677","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","617491","614199","615285","1938","94774","615286","555139","1948","90075","619494","616288","620173","17749","619494","NA","Sternberg task","91","62345","101","yes","1024"
"89.2156862745","89.2156862745","616.843137255","616.843137255","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","101","101","101","0","0","101","101","0","0","101","101","101","0","101","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","89","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","6 1 2","Kafkaesque Koffka","3.2.8","3","y","0","right","right","left","right","NA","573","15800","4698","573","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","623477","620181","621271","1938","94774","621273","555139","1948","90075","625480","622274","626054","17749","625480","NA","Sternberg task","91","62918","102","yes","1024"
"88.3495145631","88.3495145631","616.330097087","616.330097087","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","102","102","102","0","0","102","102","0","0","102","102","102","0","102","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","90","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","8 5 4 7 3 1","Kafkaesque Koffka","3.2.8","2","y","0","right","right","left","right","NA","564","15800","4698","564","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","629359","620181","627151","1938","94774","627153","626063","1948","90075","631362","628156","631927","17749","631362","NA","Sternberg task","91","63482","103","yes","1024"
"88.4615384615","88.4615384615","617.778846154","617.778846154","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","103","103","103","0","0","103","103","0","0","103","103","103","0","103","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","91","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","7 8 6 3 1","Kafkaesque Koffka","3.2.8","5","y","0","left","right","left","left","NA","767","15800","4698","767","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","635228","620181","633020","1938","94774","633022","631936","1948","90075","637230","634025","637999","17749","637229","NA","Sternberg task","92","64249","104","yes","1024"
"88.5714285714","88.5714285714","616.666666667","616.666666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","104","104","104","0","0","104","104","0","0","104","104","104","0","104","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","92","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","2 3 7 4","Kafkaesque Koffka","3.2.8","1","y","0","left","right","left","left","NA","501","15800","4698","501","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","2","641300","638007","639093","1938","94774","639094","631936","1948","90075","643303","640097","643806","17749","643302","NA","Sternberg task","93","64750","105","yes","1024"
"87.7358490566","87.7358490566","617.471698113","617.471698113","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","105","105","105","0","0","105","105","0","0","105","105","105","0","105","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","93","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","4 6 2 5 1","Kafkaesque Koffka","3.2.8","5","y","0","right","right","left","right","NA","702","15800","4698","702","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","647108","643809","644900","1938","94774","644902","631936","1948","90075","649109","645905","649813","17749","649109","NA","Sternberg task","93","65452","106","yes","1024"
"87.8504672897","87.8504672897","617.61682243","617.61682243","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","106","106","106","0","0","106","106","0","0","106","106","106","0","106","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","94","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","5 3 2 6 9 8","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","633","15800","4698","633","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","653117","643809","650910","1938","94774","650912","649821","1948","90075","655120","651914","655755","17749","655120","NA","Sternberg task","94","66085","107","yes","1024"
"87.962962963","87.962962963","617","617","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","107","107","107","0","0","107","107","0","0","107","107","107","0","107","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","95","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","1 4 9 3","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","551","15800","4698","551","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","659056","655763","656850","1938","94774","656852","649821","1948","90075","661059","657853","661612","17749","661059","NA","Sternberg task","95","66636","108","yes","1024"
"88.0733944954","88.0733944954","616.19266055","616.19266055","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","108","108","108","0","0","108","108","0","0","108","108","108","0","108","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","96","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","2 8 9 4 1","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","529","15800","4698","529","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","5","664911","661616","662703","1938","94774","662705","649821","1948","90075","666913","663708","667444","17749","666913","NA","Sternberg task","96","67165","109","yes","1024"
"88.1818181818","88.1818181818","617.727272727","617.727272727","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","109","109","109","0","0","109","109","0","0","109","109","109","0","109","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","97","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","8 9 6 1","Kafkaesque Koffka","3.2.8","2","y","0","left","right","left","left","NA","785","15800","4698","785","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","9","670748","667453","668540","1938","94774","668542","649821","1948","90075","672749","669545","673535","17749","672749","NA","Sternberg task","97","67950","110","yes","1024"
"88.2882882883","88.2882882883","618.225225225","618.225225225","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","110","110","110","0","0","110","110","0","0","110","110","110","0","110","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","98","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","6 7 8 5","Kafkaesque Koffka","3.2.8","3","y","0","left","right","left","left","NA","673","15800","4698","673","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","676835","673543","674627","1938","94774","674629","649821","1948","90075","678838","675632","679513","17749","678837","NA","Sternberg task","98","68623","111","yes","1024"
"88.3928571429","88.3928571429","618.107142857","618.107142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","111","111","111","0","0","111","111","0","0","111","111","111","0","111","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","99","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","8 9 5 7 1 6","Kafkaesque Koffka","3.2.8","4","y","0","left","right","left","left","NA","605","15800","4698","605","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","682819","679521","680612","1938","94774","680613","649821","1948","90075","684822","681616","685429","17749","684822","NA","Sternberg task","99","69228","112","yes","1024"
"88.4955752212","88.4955752212","617.088495575","617.088495575","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","112","112","112","0","0","112","112","0","0","112","112","112","0","112","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","100","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","9 5 3 8 4","Kafkaesque Koffka","3.2.8","1","y","0","left","right","left","left","NA","503","15800","4698","503","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","688738","685438","686530","1938","94774","686532","649821","1948","90075","690741","687535","691246","17749","690741","NA","Sternberg task","100","69731","113","yes","1024"
"88.5964912281","88.5964912281","617.464912281","617.464912281","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","113","113","113","0","0","113","113","0","0","113","113","113","0","113","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","101","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","4 1 5","Kafkaesque Koffka","3.2.8","2","y","0","left","right","left","left","NA","660","15800","4698","660","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","694548","691255","692341","1938","94774","692343","649821","1948","90075","696551","693344","697213","17749","696551","NA","Sternberg task","101","70391","114","yes","1024"
"88.6956521739","88.6956521739","616.826086957","616.826086957","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","114","114","114","0","0","114","114","0","0","114","114","114","0","114","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","102","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","9 5 8 1","Kafkaesque Koffka","3.2.8","2","y","0","left","right","left","left","NA","544","15800","4698","544","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","700516","697220","698309","1938","94774","698311","649821","1948","90075","702519","699313","703065","17749","702519","NA","Sternberg task","102","70935","115","yes","1024"
"88.7931034483","88.7931034483","621.629310345","621.629310345","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","115","115","115","0","0","115","115","0","0","115","115","115","0","115","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","103","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","4 8 1 2","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","1174","15800","4698","1174","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","706370","703074","704162","1938","94774","704164","649821","1948","90075","708373","705167","709548","17749","708373","NA","Sternberg task","103","72109","116","yes","1024"
"88.8888888889","88.8888888889","621.230769231","621.230769231","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","116","116","116","0","0","116","116","0","0","116","116","116","0","116","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","104","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","5 7 8 2 3 8","Kafkaesque Koffka","3.2.8","5","y","0","left","right","left","left","NA","575","15800","4698","575","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","712852","709556","710646","1938","94774","710647","649821","1948","90075","714853","711649","715430","17749","714853","NA","Sternberg task","104","72684","117","yes","1024"
"88.1355932203","88.1355932203","620.305084746","620.305084746","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","117","117","117","0","0","117","117","0","0","117","117","117","0","117","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","105","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","1 4 9 2 5","Kafkaesque Koffka","3.2.8","0","n","0","left","right","left","left","NA","512","15800","4698","512","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","7","718731","715439","716524","1938","94774","716525","649821","1948","90075","720733","717528","721248","17749","720733","NA","Sternberg task","104","73196","118","yes","1024"
"87.3949579832","87.3949579832","620.773109244","620.773109244","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","118","118","118","0","0","118","118","0","0","118","118","118","0","118","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","106","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","2 3 8 5 6 7","Kafkaesque Koffka","3.2.8","0","n","0","left","right","left","left","NA","676","15800","4698","676","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","1","724553","715439","722345","1938","94774","722346","721256","1948","90075","726555","723350","727233","17749","726555","NA","Sternberg task","104","73872","119","yes","1024"
"87.5","87.5","619.208333333","619.208333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","119","119","119","0","0","119","119","0","0","119","119","119","0","119","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","107","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","4 1","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","433","15800","4698","433","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","730539","715439","728331","1938","94774","728333","727241","1948","90075","732540","729336","732975","17749","732540","NA","Sternberg task","105","74305","120","yes","1024"
"86.7768595041","86.7768595041","621.132231405","621.132231405","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","120","120","120","0","0","120","120","0","0","120","120","120","0","120","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","108","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","8 2 1 4 5 9","Kafkaesque Koffka","3.2.8","0","n","0","left","right","left","left","NA","852","15800","4698","852","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","736281","732983","734073","1938","94774","734075","727241","1948","90075","738283","735078","739136","17749","738283","NA","Sternberg task","105","75157","121","yes","1024"
"86.8852459016","86.8852459016","622.147540984","622.147540984","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","121","121","121","0","0","121","121","0","0","121","121","121","0","121","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","109","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","6 5","Kafkaesque Koffka","3.2.8","2","y","0","left","right","left","left","NA","745","15800","4698","745","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","5","742441","732983","740233","1938","94774","740235","739144","1948","90075","744444","741237","745192","17749","744444","NA","Sternberg task","106","75902","122","yes","1024"
"86.9918699187","86.9918699187","623.406504065","623.406504065","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","122","122","122","0","0","122","122","0","0","122","122","122","0","122","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","110","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","2 3","Kafkaesque Koffka","3.2.8","1","y","0","left","right","left","left","NA","777","15800","4698","777","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","2","748492","745200","746284","1938","94774","746286","739144","1948","90075","750494","747289","751273","17749","750494","NA","Sternberg task","107","76679","123","yes","1024"
"87.0967741935","87.0967741935","624.596774194","624.596774194","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","123","123","123","0","0","123","123","0","0","123","123","123","0","123","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","111","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","6 9 5","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","771","15800","4698","771","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","754576","751281","752369","1938","94774","752370","739144","1948","90075","756579","753373","757353","17749","756579","NA","Sternberg task","108","77450","124","yes","1024"
"86.4","86.4","624.992","624.992","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","124","124","124","0","0","124","124","0","0","124","124","124","0","124","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","112","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","7 1 8 4 9 3","Kafkaesque Koffka","3.2.8","0","n","0","left","right","left","left","NA","674","15800","4698","674","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","760655","757361","758447","1938","94774","758449","739144","1948","90075","762658","759452","763334","17749","762658","NA","Sternberg task","108","78124","125","yes","1024"
"86.5079365079","86.5079365079","624.753968254","624.753968254","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","125","125","125","0","0","125","125","0","0","125","125","125","0","125","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","113","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","2 4 6 9","Kafkaesque Koffka","3.2.8","3","y","0","left","right","left","left","NA","595","15800","4698","595","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","766640","757361","764433","1938","94774","764434","763343","1948","90075","768643","765437","769241","17749","768642","NA","Sternberg task","109","78719","126","yes","1024"
"86.6141732283","86.6141732283","626.874015748","626.874015748","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","126","126","126","0","0","126","126","0","0","126","126","126","0","126","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","114","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","3 5 9 6 2 4","Kafkaesque Koffka","3.2.8","1","y","0","left","right","left","left","NA","894","15800","4698","894","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","772546","769249","770339","1938","94774","770341","763343","1948","90075","774549","771343","775445","17749","774549","NA","Sternberg task","110","79613","127","yes","1024"
"86.71875","86.71875","626.2578125","626.2578125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","127","127","127","0","0","127","127","0","0","127","127","127","0","127","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","115","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","7 6","Kafkaesque Koffka","3.2.8","2","y","0","left","right","left","left","NA","548","15800","4698","548","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","778751","775453","776544","1938","94774","776545","763343","1948","90075","780753","777548","781302","17749","780753","NA","Sternberg task","111","80161","128","yes","1024"
"86.8217054264","86.8217054264","624.899224806","624.899224806","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","128","128","128","0","0","128","128","0","0","128","128","128","0","128","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","116","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","4 6 5 8","Kafkaesque Koffka","3.2.8","1","y","0","left","right","left","left","NA","451","15800","4698","451","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","4","784608","781310","782401","1938","94774","782402","763343","1948","90075","786611","783404","787064","17749","786611","NA","Sternberg task","112","80612","129","yes","1024"
"86.9230769231","86.9230769231","625.207692308","625.207692308","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","129","129","129","0","0","129","129","0","0","129","129","129","0","129","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","117","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","7 2 3","Kafkaesque Koffka","3.2.8","3","y","0","left","right","left","left","NA","665","15800","4698","665","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","3","790369","787072","788163","1938","94774","788164","763343","1948","90075","792372","789167","793039","17749","792372","NA","Sternberg task","113","81277","130","yes","1024"
"87.0229007634","87.0229007634","625.290076336","625.290076336","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","130","130","130","0","0","130","130","0","0","130","130","130","0","130","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","118","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","7 3 2 8","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","636","15800","4698","636","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","4","796342","793048","794135","1938","94774","794136","763343","1948","90075","798343","795139","798980","17749","798343","NA","Sternberg task","114","81913","131","yes","1024"
